path_id,isnad_id,t0,t-1,t-2,t-3,t-4,t-5,t-6,t-7,t-8,t-9,t-10
isnad_233,jb_218,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʾAbū Yaʿqūb ʾIsḥāq b. ʾIbrāhīm b. ʾAbī Ḥassān al-ʾAnmāṭī al-Baġdādī,Hišām b. ʿAmmār,,,,,,
isnad_234,jb_219,al-Dānī,ABU ABD ALLAH  AHMAD B. UMAR B. MAHFUZ AL-QADI,ABU AL-TAYYIB AHMAD B. SULAYMAN,ABU BAKR MUHAMMAD B. MUHAMMAD B. SULAYMAN AL-WASITI AL-BAGHANDI,Hišām b. ʿAmmār,,,,,,
isnad_235,jb_220,al-Dānī,ʾAbū Bakr b. Ziyād al-Naqqāš,AHMAD B. MUHAMMAD B. AL-NASR AL-ASKARI,Hišām b. ʿAmmār,,,,,,,
isnad_236,jb_221,al-Dānī,ʾAbū Bakr b. Ziyād al-Naqqāš,AHMAD B. AL-JARUD AL-DINAWARI,Hišām b. ʿAmmār,,,,,,,
isnad_237,jb_222,al-Dānī,ʾAbū Bakr b. Ziyād al-Naqqāš,IBRAHIM B. ABD AL-RAHMAN B. DUHAYM AL-DIMASHQI,Hišām b. ʿAmmār,,,,,,,
isnad_238,jb_223,al-Dānī,MUHAMMAD B. ABD ALLAH AL-BAGHDADI,ABU BAKR AHMAD B. ABD AL-MAJID AL-MUQRI,MUHAMMAD B. AHMAD B. AL-SALT,ʾAḥmad b. Naṣr b. Šākir,al-Walīd b. ʿUtbah al-ʾAšǧaʿī,ʾAyyūb b. Tamīm,Yaḥyā b. al-Ḥāriṯ al-Ḏamārī,ʿAbd Allāh b. ʿĀmir al-Yaḥṣubī,,
isnad_239,jb_224,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,Muḥammad b. Ǧarīr al-Ṭabarī,al-ʿAbbās b. al-Walīd b. Mazīd,ʿAbd al-Ḥamīd b. Bakkār,ʾAyyūb b. Tamīm,Yaḥyā b. al-Ḥāriṯ al-Ḏamārī,ʿAbd Allāh b. ʿĀmir al-Yaḥṣubī,,
isnad_240,jb_225,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,MUHAMMAD B. SAHL AL-WAKIL,ALI B. MUSA AL-THAQAFI,ISHAQ B. ABI ISRAIL,al-Walīd b. Muslim,Yaḥyā b. al-Ḥāriṯ al-Ḏamārī,ʿAbd Allāh b. ʿĀmir al-Yaḥṣubī,,
isnad_241,jb_226,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,Muḥammad b. al-Ǧahm,Maymūn b. Ḥafṣ ʾAbū Tawbah al-Naḥwī,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_242,jb_227,al-Dānī,Ḫalaf b. ʾIbrāhīm b. Ḫāqān,ʾAḥmad b. Muḥammad b. ʾAbī al-Raǧāʾ,ʿAlī b. ʿAbd al-ʿAzīz,ʾAbū ʿUbayd al-Qāsim b. Sallām,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_243,jb_228,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʾAḥmad b. Faraḥ al-Mufassir al-Ḍarīr,ʾAbū ʿUmar al-Dūrī,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_244,jb_229,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,Muḥammad b. Muḥammad al-Wazīr ʾAbū Bakr al-Baṣrī,ʿAbd al-Razzāq b. al-Ḥasan al-ʾAnṭākī,ʾAḥmad b. Ǧubayr al-ʾAnṭākī,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,
isnad_245,jb_230,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Zayd b. ʿAlī b. ʾAbī Bilāl al-Kūfī,ʾAḥmad b. Faraḥ al-Mufassir al-Ḍarīr,ʾAbū ʿUmar al-Dūrī,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,
isnad_246,jb_231,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ABU HAFS UBAYD ALLAH B. ALI Al-MUQRI',al-Ḥusayn b. ʾIbrahīm b. ʾAbī ʿAǧram al-ʾAnṭākī,ʾAḥmad b. Ǧubayr al-ʾAnṭākī,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,ʾAbū Bakr b. ʿAyyāš,,,
isnad_247,jb_232,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,Muḥammad b. al-Ḥasan b. ʿAlī al-ʾAnṭākī,ʾIbrāhīm b. ʿAbd al-Razzāq b. al-Ḥasan al-ʾAnṭākī,ʿAlī b. Yūsuf b. Muḥammad ʾAbū al-Qāsim al-Baṣrī,ʾAḥmad b. Ǧubayr al-ʾAnṭākī,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_248,jb_233,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,ʿAbd Allāh b. Muḥammad b. Šākir,Yaḥyā b. ʾĀdam,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,,
isnad_249,jb_234,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,IBRAHIM B. AHMAD AL-WAKI3I,ʾAḥmad b. ʿUmar al-Wakīʿī,Yaḥyā b. ʾĀdam,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_250,jb_235,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʿAlī b. ʾAḥmad b. ʾAbī Qirbah,ʾAbū Hišām Muḥammad b. Yazīd b. Rifāʿah,Yaḥyā b. ʾĀdam,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_251,jb_236,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,Mūsā b. ʾIsḥāq al-Qāḍī,ʾAbū Hišām Muḥammad b. Yazīd b. Rifāʿah,Yaḥyā b. ʾĀdam,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_252,jb_237,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,MUHAMMAD B. ISA B. HAYYAN,ʾAbū Hišām Muḥammad b. Yazīd b. Rifāʿah,Yaḥyā b. ʾĀdam,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_253,jb_238,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,MUHAMMAD B. AL-HUSAYN B. SHAHRYAR ABU BAKR,AL-HASAN B. AL-ASWAD AL-3IJLI ABU ABD ALLAH,Yaḥyā b. ʾĀdam,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_254,jb_239,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʾAbū Bakr b. Muǧāhid,ʾIdrīs b. ʿAbd al-Karīm al-Ḥaddād,Ḫalaf b. Hišām al-Bazzār,Yaḥyā b. ʾĀdam,ʾAbū Bakr b. ʿAyyāš,,,
isnad_255,jb_240,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,Muḥammad b. Yūnus al-Ḥaḍramī,ʾIdrīs b. ʿAbd al-Karīm al-Ḥaddād,Ḫalaf b. Hišām al-Bazzār,Yaḥyā b. ʾĀdam,ʾAbū Bakr b. ʿAyyāš,,,
isnad_256,jb_241,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ABU BAKR ABD ALLAH B. SULAYMAN AL-ASH3ATH,Mūsā b. Ḥizām al-Tirmiḏī,Yaḥyā b. ʾĀdam,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_257,jb_242,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ALI B. MUHAMMAD AL-NAKHA3I AL-QADI,Muḥammad b. Ḫalaf al-Taymī,DIRAR B. SURAD ABU NU3AYM AL-TAYMI,Yaḥyā b. ʾĀdam,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,
isnad_258,jb_243,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʾAbū Muḥammad ʿUbayd b. Muḥammad al-Marwazī al-Mukattib,Muḥammad b. Saʿdān al-Kūfī al-Muqriʾ,MUHAMMAD B. AL-MUNDHIR,Yaḥyā b. ʾĀdam,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,
isnad_259,jb_244,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,Muḥammad b. Yaḥyā al-Marwazī,Muḥammad b. Saʿdān al-Kūfī al-Muqriʾ,MUHAMMAD B. AL-MUNDHIR,Yaḥyā b. ʾĀdam,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,
isnad_260,jb_245,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd Allāh b. ʾAḥmad al-Sāmarrī,ʾAbū Bakr ʾAḥmad b. Yūsuf al-Qāfulāʾī,Šuʿayb b. ʾAyyūb al-Ṣarīfīnī,Yaḥyā b. ʾĀdam,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_261,jb_246,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd Allāh b. ʾAḥmad al-Sāmarrī,ʾAbū Bakr ʾAḥmad b. Muḥammad al-Daǧāǧī,ʾAbū Ǧaʿfar Muḥammad b. ʿĪsā b. Ḥayyān al-Baġdādī,ʾAbū Hišām Muḥammad b. Yazīd b. Rifāʿah,Yaḥyā b. ʾĀdam,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,
isnad_262,jb_247,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd Allāh b. ʾAḥmad al-Sāmarrī,ʾAbū al-Ḥasan Muḥammad b. ʾAḥmad b. Šanabūḏ,MUHAMMAD B. ALI,AL-HAJJAJ B. HAMZAH B. SUWAYD,Yaḥyā b. ʾĀdam,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,
isnad_263,jb_248,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾIbrāhīm b. ʿAbd al-Raḥmān al-Baġdādī,Yūsuf b. Yaʿqūb al-Qāḍī al-Wāsiṭī al-ʾAṣamm,Šuʿayb b. ʾAyyūb al-Ṣarīfīnī,Yaḥyā b. ʾĀdam,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,
isnad_264,jb_249,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ABU AL-QASIM ABD ALLAH B. AHMAD B. ALI B. ABI TALIB AL-BAGHDADI,ʾAbū ʿAlī al-Ḥasan b. Dāwūd al-Naqqār,al-Qāsim b. ʾAḥmad al-Ḫayyāṭ,ʾAbū Ǧaʿfar Muḥammad b. Ḥabīb al-Šummūnī,ʾAbū Yūsuf Yaʿqūb al-ʾAʿšā,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,
isnad_265,jb_250,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,MUHAMMAD B. MUHAMMAD AL-DAHHAK,al-Qāsim b. ʾAḥmad al-Ḫayyāṭ,ʾAbū Ǧaʿfar Muḥammad b. Ḥabīb al-Šummūnī,ʾAbū Yūsuf Yaʿqūb al-ʾAʿšā,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,
isnad_266,jb_251,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,AHMAD B. MUHAMMAD B. SAID,al-Qāsim b. ʾAḥmad al-Ḫayyāṭ,ʾAbū Ǧaʿfar Muḥammad b. Ḥabīb al-Šummūnī,ʾAbū Yūsuf Yaʿqūb al-ʾAʿšā,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,
isnad_267,jb_252,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ALI B. MUHAMMAD AL-NAKHA3I AL-QADI,Muḥammad b. Ḫalaf al-Taymī,ʾAbū Yūsuf Yaʿqūb al-ʾAʿšā,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_268,jb_253,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʿAlī b. al-Ḥasan al-Qaṭīʿī,ʾAbū Hišām Muḥammad b. Yazīd b. Rifāʿah,ʾAbū Yūsuf Yaʿqūb al-ʾAʿšā,ʾAbū Bakr b. ʿAyyāš,,,,
isnad_269,jb_254,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,AHMAD B. SAID,AHMAD B. MUHAMMAD IBN QANABI,MY FATHER,UBAYD B. NU3AYM AL-SA3IDI,ʾAbū Yūsuf Yaʿqūb al-ʾAʿšā,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,
isnad_270,jb_255,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,AHMAD B. SAID,MUHAMMAD B. AHMAD IBN NASR B. ABI HUKMAH ABU ABD ALLAH AL-TAMIMI,MUHAMMAD B. JUNAYD,ʾAbū Yūsuf Yaʿqūb al-ʾAʿšā,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,
isnad_271,jb_256,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,AHMAD B. SAID,Muḥammad b. ʿAbd Allāh al-Ḥarbī,ʾAbū Ǧaʿfar Muḥammad b. Ḥabīb al-Šummūnī,ʾAbū Yūsuf Yaʿqūb al-ʾAʿšā,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,
isnad_272,jb_257,al-Dānī,ʾAbū Bakr b. Ziyād al-Naqqāš,al-Faḍl b. Zakarīyāʾ al-Ǧarǧarāʾī,ʾAḥmad b. Ǧubayr al-ʾAnṭākī,ʾAbū Yūsuf Yaʿqūb al-ʾAʿšā,ʾAbū Bakr b. ʿAyyāš,,,,,
isnad_273,jb_258,al-Dānī,ʾAbū Bakr b. Ziyād al-Naqqāš,ABU AL-QASIM ABD ALLAH B. JA3FAR AL-BAJALI,Ǧaʿfar b. ʿAnbasah,ʿAbd al-Ḥamīd b. Ṣāliḥ al-Burǧumī,ʾAbū Yūsuf Yaʿqūb al-ʾAʿšā,ʾAbū Bakr b. ʿAyyāš,,,,
isnad_274,jb_259,al-Dānī,ʾAbū Bakr b. Ziyād al-Naqqāš,ABU AL-HASAN AHMAD B. YUSUF,Muḥammad b. ʾIbrāhīm al-Ḫawwāṣ,ʾAbū Yūsuf Yaʿqūb al-ʾAʿšā,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,,
isnad_275,jb_260,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ABU HASHIM MUHAMMAD B. SABGHUN AL-MALATI AL-MUQRI',ʾAbū ʿAlī al-Ḥasan b. Dāwūd al-Naqqār,al-Qāsim b. ʾAḥmad al-Ḫayyāṭ,ʾAbū Ǧaʿfar Muḥammad b. Ḥabīb al-Šummūnī,ʾAbū Yūsuf Yaʿqūb al-ʾAʿšā,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,
isnad_276,jb_261,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Zayd b. ʿAlī b. ʾAbī Bilāl al-Kūfī,ʾAbū ʿAlī al-Ḥasan b. Dāwūd al-Naqqār,al-Qāsim b. ʾAḥmad al-Ḫayyāṭ,Muḥammad b. Ḥabīb al-Šammūnī,ʾAbū Yūsuf Yaʿqūb al-ʾAʿšā,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,
isnad_277,jb_262,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Zayd b. ʿAlī b. ʾAbī Bilāl al-Kūfī,Muḥammad b. al-Ḥasan b. Yūnus,ʿAlī b. al-Ḥasan al-Tamīmī,ʾAbū Ǧaʿfar Muḥammad b. Ġālib al-Ṣayrafī,ʾAbū Yūsuf Yaʿqūb al-ʾAʿšā,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,
isnad_278,jb_263,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAbū al-Ḥasan Muḥammad b. ʾAḥmad b. Šanabūḏ,ʾIdrīs b. ʿAbd al-Karīm al-Ḥaddād,ʾAbū Ǧaʿfar Muḥammad b. Ḥabīb al-Šummūnī,ʾAbū Yūsuf Yaʿqūb al-ʾAʿšā,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,
isnad_279,jb_264,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAbū al-Ḥasan Muḥammad b. ʾAḥmad b. Šanabūḏ,ʾIdrīs b. ʿAbd al-Karīm al-Ḥaddād,Ḫalaf b. Hišām al-Bazzār,ʾAbū Yūsuf Yaʿqūb al-ʾAʿšā,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,
isnad_280,jb_265,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAbū al-Ḥasan ʿAlī b. Muḥammad b. Ḫulayʿ al-Qalānisī,Yūsuf b. Yaʿqūb al-Qāḍī al-Wāsiṭī al-ʾAṣamm,Yaḥyā b. Muḥammad al-ʿUlaymī,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_281,jb_266,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,Zayd b. ʿAlī b. ʾAbī Bilāl al-Kūfī,ʿAbd Allāh b. Ǧaʿfar al-Sawwāq,ʿAbd al-Ḥamīd b. Ṣāliḥ al-Burǧumī,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_282,jb_267,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,Zayd b. ʿAlī b. ʾAbī Bilāl al-Kūfī,ʿAbd Allāh b. Ǧaʿfar al-Sawwāq,ʾIsmāʿīl b. ʾAbī ʿAlī al-Ḫayyāṭ,ʿAbd al-Ḥamīd b. Ṣāliḥ al-Burǧumī,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,
isnad_283,jb_268,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,AHMAD B. MUHAMMAD AL-HAMDANI,MUHAMMAD B. AHMAD IBN NASR B. ABI HUKMAH ABU ABD ALLAH AL-TAMIMI,MUHAMMAD B. JUNAYD,ʿAbd al-Raḥmān b. ʾAbī Ḥammād,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,
isnad_284,jb_269,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,AHMAD B. MUHAMMAD AL-HAMDANI,MUHAMMAD B. AHMAD IBN NASR B. ABI HUKMAH ABU ABD ALLAH AL-TAMIMI,MUHAMMAD B. JUNAYD,ʾAbū Yūsuf Yaʿqūb al-ʾAʿšā,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,
isnad_285,jb_270,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,AHMAD B. MUHAMMAD AL-HAMDANI,ʾAḥmad b. al-Ṣaqr al-Manbiǧī,ʿAbd al-Raḥmān b. ʾAbī Ḥammād,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_286,jb_271,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʾAbū Bakr b. Muǧāhid,ʾAḥmad b. al-Ṣaqr al-Manbiǧī,ʿAbd al-Raḥmān b. ʾAbī Ḥammād,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_287,jb_272,al-Dānī,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
isnad_288,jb_273,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,Muḥammad b. al-Ǧahm,ʾAbū ʾUmayyah,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,,
isnad_289,jb_274,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,MUSA B. ISHAQ AL-ANSARI,Hārūn b. Ḥātim,Ḥusayn b. ʿAlī al-Ǧuʿfī,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_290,jb_275,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,ABU BAKR AL-QURŪSI,Ḫallād b. Ḫālid al-Ṣayrafī,Ḥusayn b. ʿAlī al-Ǧuʿfī,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_291,jb_276,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʿAlī b. al-Ḥasan al-Qaṭīʿī,ʾAbū Hišām Muḥammad b. Yazīd b. Rifāʿah,Ḥusayn b. ʿAlī al-Ǧuʿfī,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
